³¯Â¥,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ìµœì†Œ,ìµœë?,?‰ê· 
20250505,110.46,109.77,109.76,94.38,109.74,109.76,110.25,110.33,110.44,118.24,118.73,121.18,125.46,130.9,129.52,130.9,129.01,128.85,129.18,131.46,129.04,131.45,131.45,118.72,94.38,131.46,120.42
20250506,111.28,107.55,93.79,93.83,93.88,109.99,110.81,119.12,130.86,130.84,130.89,130.89,127.48,130.9,129.9,130.13,127.48,127.48,128.98,130.13,130.13,129.58,120.26,118.94,93.79,130.9,121.3
20250507,113.26,107.65,94.03,91.45,93.95,94.32,110.57,122.04,128.83,131.06,140.89,131.05,131.05,130.86,128.31,128.31,130.64,143.79,129.23,128.23,129.4,125.6,125.68,118.75,91.45,143.79,122.31
20250508,111.32,111.19,100.55,100.55,99.43,111.27,129.15,126.97,127.14,130.65,145.27,144.97,126.79,132.35,132.42,132.41,132.42,132.24,131.84,131.86,126.63,131.83,129.44,111.94,99.43,145.27,124.99
20250509,111.93,111.39,108.89,93.63,93.63,108.89,112.45,112.38,129.29,136.66,144.74,136.55,130.64,143.96,129.29,129.21,127.02,128.91,127.03,127.02,126.54,112.38,110.55,110.16,93.63,144.74,122.04
20250510,129.88,110.88,110.63,110.5,84.78,110.58,110.91,111.31,131.07,131.07,131.67,131.67,131.67,131.67,131.59,131.88,128.18,127.58,127.53,128.13,131.84,129.82,124.9,110.92,84.78,131.88,122.89
20250511,100.25,83.8,82.79,82.28,83.29,82.83,82.27,79.75,112.8,113.6,130.88,130.14,113.57,113.15,107.26,108.77,107.73,113.08,128.28,131.51,128.28,130.92,113.75,111.71,79.75,131.51,107.53
20250512,114.38,107.58,84.74,84.74,108.79,110.79,111.59,130.64,130.65,131.85,134.51,134.13,129.54,134.13,134.13,134.13,134.13,131.92,130.72,131.87,130.72,129.44,129.44,127.75,84.74,134.51,124.45
20250513,109.04,107.57,103.71,89.32,91.8,116.32,125.27,130.81,129.41,129.69,139.63,139.62,132.61,132.64,139.32,139.6,139.6,139.32,132.63,132.64,130.81,131.38,126.25,126.22,89.32,139.63,126.32
20250514,129.44,105.52,103.71,105.52,107.54,108.28,126.1,130.63,128.67,131.8,136.52,136.5,132.41,135.94,136.47,148.28,140.32,134.63,131.81,131.86,131.8,130.63,128.74,127.31,103.71,148.28,127.96
20250515,127.69,101.9,100.08,99.6,98.27,100.08,122.98,129.08,129.08,134.23,134.23,134.23,134.16,134.23,136.41,134.21,134.18,131.9,129.45,129.44,129.43,129.63,128.91,127.5,98.27,136.41,125.64
20250516,108.51,107.67,104.81,108.51,107.68,111.35,109.28,127.44,132.57,145.65,145.62,145.58,137.62,145.58,198.84,146.23,144.24,132.64,132.62,130.27,131.89,130.19,129.71,128.54,104.81,198.84,132.35
20250517,120.45,108.55,84.95,82.93,82.93,85.45,108.08,109.18,125.26,129.06,136.85,136.85,136.79,136.85,131.22,131.14,127.89,127.48,128.1,128.22,130.19,127.68,128.48,109.67,82.93,136.85,119.18
20250518,108.76,84.13,84,84,87.2,109.74,110.33,110.08,110.82,109.85,110.52,110.48,110.38,110.38,107.32,110.38,110.48,133.16,133.39,133.58,133.28,133.28,133.2,125.03,84,133.58,113.16
20250519,109.15,90.73,88.77,86.79,87.58,89.94,109.15,109.89,125.02,145.27,130.69,130.19,125.01,125.01,126.64,144.86,128.74,128.7,155.68,155.7,146.79,129.54,129.1,128.73,86.79,155.7,123.81
20250520,144.43,103.25,102.61,89.41,89.62,98.27,103.25,127.27,134.91,137.55,143.87,135.01,134.98,134.95,134.94,134.96,134.9,137.1,151.9,151.96,149.44,141.18,141.18,141.18,89.41,151.96,130.49
20250521,144.43,130.85,100.58,100.58,100.58,100.58,100.58,126.05,132.04,146.73,146.71,141.31,138.87,146.44,149.72,149.72,141.85,141.85,141.92,142.2,142.06,141.87,139.47,139.5,100.58,149.72,134.22
20250522,131.46,131.47,129.91,108.23,129.41,129.92,136.08,132.4,140.53,140.53,153.27,153.3,140.32,153.25,153.25,153.24,140.53,140.53,140.53,140.53,140.53,140.53,137.88,134.06,108.23,153.3,139.54
20250523,144.43,108.51,101.46,101.46,101.46,108.5,127.43,134.27,139.09,145.57,145.58,145.59,131.64,145.59,145.59,145.9,134.88,134.91,145.57,145.59,138.55,138.55,138.55,138.55,101.46,145.9,133.82
20250524,142.92,142.92,107.36,92.52,92.52,107.21,108.78,109.47,129.83,130.16,130.81,130.8,130.8,130.79,130.3,130.51,130.27,141.12,141.12,141.15,141.15,141.16,141.12,141.12,92.52,142.92,128.19
20250525,145.27,111.85,112.01,104.99,111.85,111.85,112.48,111.66,107.61,107.87,113.41,111.97,112.85,125.75,125.75,125.75,125.75,152.18,152.16,146.89,146.87,143.55,143.69,112.27,104.99,152.18,125.39
20250526,118.35,108.6,84.23,84.23,84.23,100.08,111.11,111.99,146.07,134.43,138.33,138.24,135.76,138.24,138.25,146.48,137.36,151.38,135.02,134.39,152.96,130.56,134.35,134.36,84.23,152.96,128.2
20250527,144.43,104.97,104.97,98.27,104.5,108.74,125.8,130.57,130.01,133.45,141.98,146.89,139.52,141.2,141.45,146.88,142.09,140.91,139.45,133.41,133.4,133.42,133.37,133.38,98.27,146.89,131.31
20250528,126.07,110.71,110.71,110.63,110.71,110.8,126.59,127.59,129.52,131.75,148.5,140.75,135.1,140.68,140.74,146.85,144.43,144.8,141.65,140.67,140.66,129.33,128.83,128.77,110.63,148.5,131.93
20250529,111.68,110.53,110.52,105.61,110.5,110.55,117.25,127,129.43,128.61,137.07,137.06,135.31,137.04,144.22,144.22,137.04,135.71,133.93,130.84,131.4,131.4,127.35,127.32,105.61,144.22,127.76
20250530,139.86,110.77,110.77,110.78,110.77,110.71,129.83,130.04,130.13,134.24,132.53,132.53,132.53,132.53,132.53,149.48,132.53,132.53,132.53,132.47,129.93,129.16,129.16,129.69,110.71,149.48,128.71
20250531,121.41,110.88,103.66,84.77,85.31,105.05,110.86,111.04,111.04,111.32,112.29,112.13,112.13,135.06,129.04,129.05,133.66,130.42,132.11,129.1,128.86,128.95,112.7,112.7,84.77,135.06,116.69
20250601,104.44,100.72,92.64,91.13,89.62,90.1,104.34,102.54,102.53,102.53,106.37,105.14,105.14,106.21,106.13,109.97,109.97,109.97,139.88,140.12,110.04,108.56,115.23,105.13,89.62,140.12,107.33
20250602,97.46,87.27,86.2,85.3,85.3,96.97,100.43,107.11,107.74,126.08,127.15,127.13,127.13,141.58,142.66,146.54,126.35,125.88,122,122,107.74,106.26,105.61,105.11,85.3,146.54,115.11
20250603,104.73,104.04,104.32,95.76,95.75,103.93,104.31,107.64,107.63,124.23,144.9,143.21,130.8,130.81,130.75,130.81,123.65,122.18,123.32,122.18,122.18,107.67,107.67,107.68,95.75,144.9,116.71
20250604,107.06,106.46,94.82,94.86,95.03,106.72,108.08,108.08,108.03,124.08,127.5,127.5,124.05,127.5,127.5,127.5,127.5,127.33,124.08,124.08,124.01,121.08,121.08,108.03,94.82,127.5,117.08
20250605,107.02,105.68,90.25,90.25,90.25,106.65,107.03,121.14,123.79,123.79,129,128.93,128.93,128.88,128.84,137.44,126.98,126.74,126.75,126.7,123.76,121.14,107,107.01,90.25,137.44,117.87
20250606,105.54,104.46,104.1,95.77,95.77,95.77,104.09,104.27,105.92,107.95,107.95,123.85,123.81,141.93,123.63,123.63,123.63,137.7,137.85,124.03,123.07,107.95,107.95,107.95,95.77,141.93,114.26
20250607,106.02,96.26,96.23,95.71,95.72,95.69,95.67,106.6,106.53,108.91,108.91,127.52,143.63,108.86,108.86,108.86,108.86,108.86,108.91,108.91,107.49,105.36,105.37,105.37,95.67,143.63,106.91
20250608,101.78,95.22,85.78,83.77,87.85,88.82,88.26,81.69,95.88,96.82,105.54,105.4,105.4,105.33,171.76,105.93,110.66,110.66,110.72,110.72,110.72,109.27,105.98,105.67,81.69,171.76,103.58
20250609,104.93,104.09,104.31,95.06,95.06,104.36,104.92,107.15,131.09,127.9,141.37,127.63,127.63,137.8,137.76,127.63,127.63,125.49,125.67,125.67,125.67,125.67,107.08,107.08,95.06,141.37,119.6
20250610,108.81,105.72,90.15,90.22,90.25,105.72,114.06,122.67,123.68,125.16,132.67,132.65,128.16,139.32,139.32,139.32,132.59,136.3,128.17,129.86,128.09,126.11,126.11,107.09,90.15,139.32,122.04
20250611,108.06,106.07,95.03,105.52,105.47,105.34,106.88,125.56,126.93,127.63,130.81,130.89,130.17,137.04,167.44,137,130.54,130.35,129.73,127.58,127.59,126.1,123.38,106.88,95.03,167.44,124.07
20250612,105.26,103.46,90.24,90.12,90.07,90.25,124.51,124.51,125.83,128.57,128.57,136.82,128.55,140.28,147.6,134.87,133.79,132.72,132.61,131.9,126.05,125.37,124.51,106.99,90.07,147.6,122.4
20250613,106.54,106.24,105.62,105.38,105,106.55,106.54,124.68,125.14,129.25,130.98,131.89,130.78,140.43,139.72,132.33,131.44,131.44,127.87,128.75,127.56,125.68,122.35,106.51,105,140.43,123.26
20250614,115.03,107.27,106.25,101.42,106.51,106.17,107.32,107.32,137.98,129.97,139.04,138.89,131.99,138.46,131.82,130.04,127.15,126.95,125.22,125.27,124.78,126.28,107.32,107.32,101.42,139.04,121.71
20250615,104.82,96.07,95.27,81.3,82.52,83.75,84.16,80.98,96.02,96.93,106.7,106.82,106.82,106.82,106.82,106.83,106.83,106.29,106.81,118.25,116.8,106.84,106.66,106.2,80.98,118.25,101.41
20250616,97.88,84.97,80.64,81.43,81.46,81.46,95.02,107.55,126.3,128.18,128.98,130.12,128.18,134.91,134.91,134.91,133.26,132.44,132.28,125.4,125.22,121.7,107.52,107.23,80.64,134.91,116.88
20250617,106.67,106.57,106.67,105.54,105.36,105.51,106.66,106.65,127.05,129.47,134.39,134.39,130.24,153.86,150.78,148.05,140.11,135.42,134.22,129.62,127.06,126.58,126.07,126.07,105.36,153.86,126.74
20250618,105.26,103.5,103.25,94.85,94.61,94.56,95.29,123.31,123.84,128.04,128.68,130.76,128.67,136.39,136.37,136.37,134.24,134.35,128.66,126.39,126.93,126.93,121.63,107.13,94.56,136.39,120.91
20250619,107.86,106.06,95.04,95.01,95.18,95.06,117.65,121.54,125.91,129.47,132.19,132.14,130.03,132.07,138.73,166.11,137.85,137.2,131.39,128.84,127.55,125.91,125.91,125.62,95.01,166.11,125
20250620,106.6,105.92,106.34,105.66,105.51,105.56,106.61,122.98,124.77,138.53,193.75,138.3,130.65,139.04,137.6,137.58,130.63,130.61,128.2,125.21,125.21,124.95,124.77,124.71,105.51,193.75,127.2
20250621,120.96,105.56,106.05,102.06,102.06,100.73,102.06,105.64,105.84,126.48,127.07,127.23,127.22,127.21,127.04,127.15,126.74,126.55,126.59,126.68,126.61,109,109.01,107.86,100.73,127.23,117.21
20250622,103.79,97.3,86.54,83.24,83.24,83.24,83.24,81.27,81.27,105.62,105.62,105.62,105.62,106.77,104.96,107.51,106.98,107.42,112.39,112.39,112.39,110.93,106.67,96.88,81.27,112.39,100.42
20250623,105.54,94.83,94.78,94.64,94.7,94.9,98.44,107.63,128.91,133.99,164.63,133.92,128.87,132.28,128.9,130.34,127.34,127.34,127.44,127.14,127.14,121.75,114.72,107.04,94.64,164.63,120.87
20250624,105.69,105.35,95.06,94.95,94.95,95.12,99.39,106.48,123.86,130.89,130.96,130.96,130.94,154.28,151.35,130.96,130.92,130.91,125.55,130.88,127.45,124.33,125.64,107.02,94.95,154.28,121.75
20250625,107.52,104.58,95.04,95.04,94.88,95.04,104.05,106.71,124.02,140.85,140.85,140.84,127.77,140.88,140.85,140.85,127.58,127.66,127.73,127.75,127.66,125.64,114.08,106.95,94.88,140.88,122
20250626,108.93,94.63,94.32,86.89,94.85,95.5,104.13,106.62,115.59,124.61,153.26,125.7,124.23,170.26,137.53,148.57,129.43,129.3,129.11,129.16,129.26,126.5,115.59,107.04,86.89,170.26,121.84
20250627,108.93,94.59,88.99,86.62,94.74,95.46,95.66,106.62,114.82,125.7,126.48,126.48,126.48,150.22,131.82,131.82,126.75,126.75,126.32,126.26,126.31,125.36,123.63,107.06,86.62,150.22,117.9
20250628,108.91,108.87,105.87,95.89,95.71,95.8,105.03,105.66,107.14,108.55,126.34,126.34,116.78,126.33,126.28,126.35,116.32,116.47,116.47,133.14,133.13,132.34,107.13,106.28,95.71,133.14,115.17
20250629,106.65,96.07,95.54,84.77,84.77,84.77,84.98,96.03,96.59,96.95,126.2,106.94,106.44,106.44,103.43,126.18,107.61,107.82,113.99,133.07,154.55,133.03,112.95,111.69,84.77,154.55,108.75
20250630,105.55,95.1,94.65,94.8,94.84,94.79,95.53,106.44,125.67,171.07,128.93,131.87,129,137.19,156.39,156.39,156.39,128.99,128.98,128.99,126.56,125.73,125.69,114.87,94.65,171.07,125.98
20250701,131.98,98.24,105.04,92.69,91.37,92.69,116.94,118.33,121.02,122.54,129.22,147.6,141.85,141.85,129.22,129.22,122.54,124.67,124.64,125.66,125.15,121.04,121.01,120.97,91.37,147.6,122.07
20250702,131.98,98.88,98.28,92.8,92.8,92.8,109.67,118.92,121.35,121.48,128.53,129.28,128.8,145.12,156.17,147.8,147.8,128.37,128.37,128.37,122.62,121.54,121.48,121.48,92.8,156.17,124.21
20250703,115.69,115.86,115.86,115.86,115.86,115.86,117.43,118.31,120.07,120.91,123.07,127.6,127.43,129.88,132.43,147.22,147.22,147.21,130.46,130.46,128.37,120.6,120.6,120.54,115.69,147.22,126.29
20250704,131.98,115.75,115.75,115.75,115.75,115.75,115.9,118.43,121.44,128.61,128.68,128.68,123.35,130.99,132.68,132.37,132.37,132.37,143.28,143.29,132.39,121.51,121.44,121.44,115.75,143.29,126.72
20250705,117.69,113.97,117.69,92.76,92.45,92.77,112.11,117.69,120.08,120.87,120.82,120.65,120.53,120.53,120.53,120.53,120.65,131.75,131.74,137.63,137.65,131.75,131.75,117.69,92.45,137.65,120.05
20250706,118.03,118.03,93,88.67,87.99,88.3,91.99,114.3,118.03,121.23,121,120.71,120.65,120.65,120.48,120.48,120.65,135.31,135.31,135.34,135.31,121.23,120.73,121,87.99,135.34,117.42
20250707,118.34,114.82,112.96,92.88,92.88,92.88,114.82,118.36,121.11,125.93,127.6,130.48,127.54,134.39,134.39,151.58,134.33,134.3,129.54,128.29,122.61,121.12,121.07,121.05,92.88,151.58,123.71
20250708,131.98,115.01,118.13,111.29,111.29,113.15,115.62,121.05,126.94,127.15,127.56,127.53,126.18,142.79,152.78,153.06,141.46,135.41,135.41,135.41,132.44,123.54,122.8,122.24,111.29,153.06,129.24
20250709,131.98,114.03,117.21,112.17,110.31,114.03,117.73,120.78,127.9,127.61,128.8,128.46,128.29,143.81,142.47,159.98,134.4,134.39,134.39,134.39,129.57,123.15,122.14,122.14,110.31,159.98,128.63
20250710,131.98,113.74,117.09,111.88,110.02,113.74,117.09,120.73,123.39,127.31,127.13,143.51,126.4,128.45,134.05,156.91,134.03,133.98,127.06,133.9,126.52,121.15,121.09,121.09,110.02,156.91,126.92
20250711,118.36,115.01,109.44,92.84,107.74,109.44,111.29,121.8,120.52,121.38,121.23,121.68,121.68,144.2,121.68,125.89,125.89,125.71,122.95,132.92,122.78,121.65,121.61,121.62,92.84,144.2,120.76
20250712,125.92,122.2,92.99,89.84,89.16,92.58,120.34,122.47,128.57,118.07,120.22,120.22,120.22,123.33,123.33,123.33,123.33,135.27,135.28,136.3,136.32,136.12,120.24,119.91,89.16,136.32,120.79
20250713,118.84,93.42,92.9,90.81,90.67,90.81,92.96,114.52,121.97,121.8,121.68,121.51,121.46,128.74,126.83,127,121.46,131.78,131.81,121.97,122.03,122.2,131.81,118.84,90.67,131.81,116.82
20250714,118.62,113.98,93.12,92.67,82.78,92.62,110.26,115.84,121.19,121.83,123.13,123,121.8,123.05,132.55,132.55,132.55,132.97,133.17,135.28,122.87,121.65,121.59,121.58,82.78,135.28,120.43
20250715,118.2,92,89.49,90.04,89.57,89.4,114.94,122.41,125.39,127.79,131.16,128.8,128.6,130.22,127.72,127.72,125.36,125.35,125.39,133.41,125.39,125.39,125.38,121.05,89.4,133.41,120.04
20250716,119.51,92.62,84.76,85.32,84.76,85.57,113.9,117.61,127.64,133.62,133.58,133.58,123.18,133.58,133.6,133.6,127.81,127.81,127.81,135.45,127.83,127.81,127.73,115.76,84.76,135.45,120.97
20250717,100.71,92.94,92.55,92.64,92.61,92.64,98.51,100.71,125.07,125.07,134.21,134.21,123.69,134.21,134.21,134.21,125.22,125.38,125.29,135.51,125.07,125.03,125.2,109.54,92.55,135.51,118.83
20250718,94.15,93.08,83.48,83.48,83.48,92.61,98.97,99.93,126.63,134.74,135.64,134.61,126.68,134.66,134.66,134.4,131.25,131.25,118.11,118.09,118.07,118.07,107.9,93.44,83.48,135.64,115.85
20250719,94.2,83.45,81.01,81.01,81.01,81.01,81.01,81.01,93.11,99.99,120.72,120.73,123.62,123.81,123.26,120.73,120.71,111.58,111.61,111.97,111.17,100,99.57,93.76,81.01,123.81,103.2
20250720,100.05,81.64,79.27,77.73,79.38,79.38,79.38,79.38,93.33,93.97,101.44,118.41,118.43,121.92,121.92,121.92,121.9,121.86,121.86,136.05,136.21,135.94,101.48,100.54,77.73,136.21,107.13
20250721,118.53,81.37,80.72,79.9,79.9,79.9,93.11,118.53,121.48,122.91,124.24,125.48,124.24,131.39,155.93,131.33,124.24,131.33,124.24,135.23,121.97,121.78,121.78,121.75,79.9,155.93,118.37
20250722,125.12,114.68,92.69,91.62,90.53,91.62,110.96,118.4,119.89,121.17,125.83,127.06,121.84,125.88,126.03,147.3,132.44,147.3,147.3,136.12,132.43,121.33,121.15,121.15,90.53,147.3,123.06
20250723,100.65,93.05,93.05,92.45,83.48,92.84,93.04,99.57,119.01,120.57,121.29,128.1,123.38,124.73,151.6,151.61,135.71,125.31,124.94,124.94,121.18,121.18,117.12,116.26,83.48,151.61,117.77
20250724,100.78,93.06,92.97,82.17,82.17,92.57,93.22,100.31,119.36,121.21,124.27,124.17,120.31,124.06,124.81,136.91,136.91,124.21,124.21,124.03,123.31,121.88,117.56,116.7,82.17,136.91,115.21
20250725,100.34,93.13,88.18,86.07,83.18,85.41,93.36,99.3,116.91,122.02,123.82,127.6,122.49,126.48,130.7,134.25,133.14,133.02,124.08,133.18,122.14,121.72,121.34,121.34,83.18,134.25,116.49
20250726,116.27,118.25,114.99,92.56,92.65,112.54,116.27,119.39,119.11,118.94,120.32,120.72,120.72,123.96,123.96,123.96,123.96,138.6,138.34,123.9,123.92,120.32,130.99,130.67,92.56,138.6,120.9
20250727,117.57,117.57,93.31,91.17,88.49,90.97,93.32,117.57,120.42,120.25,127.79,120.02,120.02,123.71,123.71,131.11,123.7,123.69,130.45,145.68,124.94,120.54,120.71,120.71,88.49,145.68,118.18
20250728,97.13,96.44,81.17,81.17,81.17,91.55,98.74,99.66,120.62,121.22,122.51,123.32,123.24,123.26,132.33,132.78,132.78,133.21,133.21,133.21,132.33,122.82,122.73,122.71,81.17,133.21,117.82
20250729,108.83,96.44,92,91.07,92,93.98,98.82,120.91,120.66,121.23,125.21,128.65,128.57,128.65,132.56,147.25,147.25,132.14,132.13,132.19,122.96,121.43,120.67,120.34,91.07,147.25,121.08
20250730,132.02,113,114.86,109.28,109.28,111.14,121.18,120.66,119.39,125.4,128.22,130.06,127.34,128.47,133.95,133.95,133.94,133.89,128.82,128.97,125.99,122.59,121.08,119.1,109.28,133.95,124.73
20250731,117.02,115.16,92.82,92.82,92.82,92.78,121.05,120.54,119.86,122.42,126.92,126.92,121.92,128.14,128.14,131.7,130.93,130.25,130.25,128.07,128.06,119.77,119.86,119.97,92.78,131.7,120.54
20250801,116.19,113.1,113.1,109.42,111.26,113.1,113.1,119.33,119.15,119.04,118.97,120.34,120.34,120.34,126.65,129.98,124.89,125.41,124.76,124.76,121.6,117,116.94,116.92,109.42,129.98,119.59
20250802,115.5,115.5,113.48,111.64,111.64,111.64,113.48,115.32,116.29,116.93,122.45,122.55,123.5,123.5,123.41,122.41,118.12,118.29,122.11,147.41,140.05,120.06,116.93,116.87,111.64,147.41,120.51
20250803,115.93,116.11,115.93,108.55,76.5,108.95,115.93,114.09,115.93,116.9,116.73,118.18,125.37,125.89,122.95,122.4,120.45,120.51,139.25,132.62,132,122.38,156.78,117.41,76.5,156.78,121.1
20250804,116.43,114.79,112.95,107.44,88.57,107.44,118.82,118.82,119.09,120.23,150.33,128.82,122.33,128.76,130.31,130.31,130.36,130.66,131.69,131.69,128.76,119.08,119.08,118.77,88.57,150.33,123.42
20250805,115.29,76.29,75.82,75.82,75.82,75.82,115.29,118.44,118.38,118.38,118.21,119.75,118.61,118.13,120.77,124.83,125.05,125.18,125.12,125.04,119.21,118.44,118.61,118.61,75.82,125.18,112.94
20250806,114.95,84.4,84.38,84.37,84.38,84.36,116.04,118.27,127.74,118.97,118.97,118.97,118.1,120.38,125.52,135.43,123.62,119.69,119.64,119.64,119.21,119.6,118.27,118.43,84.36,135.43,114.66
20250807,114.5,85.47,81.87,81.87,81.87,81.87,114.5,120.01,123.19,121.26,124.25,124.25,120.98,124.25,124.25,124.25,120.98,121.09,121.26,121.32,121.49,121.49,121.66,118.18,81.87,124.25,114.7
20250808,115.07,113.24,109.56,84.37,84.37,84.37,109.9,117.54,118.39,118.22,118.16,117.99,117.88,117.88,119.92,120.17,120.17,120.17,120.77,120.79,119.67,118.56,118.56,118.56,84.37,120.79,114.53
20250809,117.4,115.99,113.28,78.56,78.56,78.56,78.56,116.56,118.82,121.37,121.24,121.24,121.24,121.24,154.75,121.37,121.5,118.82,121.5,121.55,121.55,118.82,119.5,118.82,78.56,154.75,115.23
20250810,119.26,79.57,77.29,76.5,76.5,76.5,76.5,76.5,76.5,119.47,120.89,123.06,122.93,122.93,122.88,122.88,122.93,159.63,123.14,123.32,123.32,121.86,120.89,120.89,76.5,159.63,110.45
20250811,117.09,75.19,75.19,75.19,75.19,75.12,75.19,118.5,118.5,120.92,120.92,120.92,120.48,120.48,149.52,120.48,122.04,122.04,122.04,122.04,120.92,120.92,120.92,118.5,75.12,149.52,113.16
20250812,118.26,84.35,84.34,84.33,84.34,84.35,95.63,118.33,119.27,125.52,125.59,125.59,125.5,125.51,119.52,128.39,119.56,119.56,120.26,120.28,119.27,119.27,119.4,116.85,84.33,128.39,114.24
20250813,109.8,97.86,96.02,90.51,84.24,84.24,109.29,116.93,115.1,131.69,131.69,120.83,120.68,120.68,117.91,117.91,119.4,117.91,117.91,117.91,120,116.65,116.43,116.43,84.24,131.69,114.13
20250814,115.01,113.17,113.17,113.17,107.66,84.24,119.66,120.16,116.65,118.02,118.95,120.34,120.34,153.99,118.02,118.02,118.95,120.2,120.2,120.34,117.43,116.68,120.16,116.65,84.24,153.99,118.22
20250815,114.99,114.99,116.83,111.29,111.29,111.29,114.99,117.35,114.99,118.14,118.09,117.92,117.92,117.82,117.82,117.82,117.8,117.92,125.51,125.88,119.32,119.32,120.1,116.83,111.29,125.88,117.66
20250816,115.86,114.02,117.67,110.85,77.24,77.18,77.18,115.86,115.86,118.84,117.7,118.84,118.44,118.44,118.44,118.44,118.44,118.44,118.84,118.84,118.84,117.7,118.84,117.7,77.18,118.84,113.06
20250817,117.46,118.98,113.96,77.12,114.22,77.12,76.63,116.06,115.92,121.01,121.01,121.01,120.5,120.5,120.5,120.5,120.5,119.75,121.01,121.01,121.01,121.01,118.43,116.06,76.63,121.01,114.58
20250818,115.59,76.45,76.45,76.45,76.45,76.45,76.45,115.59,118.73,118.73,118.73,118.73,118.22,118.22,121.37,135.15,123.69,124.48,124.51,124.13,119.4,118.73,118.73,118.73,76.45,135.15,112.38
20250819,130.16,111.48,111.48,110.88,111.48,111.48,117.11,119.31,119.09,120.22,129.2,121.35,121.11,130.49,130.95,130.49,131.85,132.46,131.85,130.24,121.2,121.15,121.09,118.53,110.88,132.46,123.13
20250820,110.18,99.91,95.34,90.51,90.51,84.24,114.7,122.68,115.47,118.17,118.26,120.83,118.22,120.68,121.8,125.84,126.36,126.36,126.36,120.76,118.79,118.04,115.87,115.16,84.24,126.36,115.3
20250821,110.12,99.89,92.58,90.51,88.27,90.89,114.84,119.41,115.09,119.74,119.78,121.1,119.78,121.6,121.96,121.4,132.45,132.45,132.45,132.45,122.68,121.1,118.94,118.62,88.27,132.45,117.38
20250822,124.24,111.99,110.68,108.31,108.42,108.84,111.65,117.45,117.27,119.81,119.85,121.02,120.24,122.26,122.3,128.8,123,122.7,140.05,136.87,121.72,119.86,121.65,121.59,108.31,140.05,120.79
20250823,117.47,112.32,112.32,84.66,84.66,84.66,84.66,114.16,116,116.54,116.8,116.8,117.31,117.31,117.31,117.31,116.8,117.31,134.48,134.48,134.48,121.97,121.97,121.65,84.66,134.48,115.03
20250824,115.13,115.13,112.77,115.13,111.44,109.59,113.28,115.13,115.13,117.94,117.77,117.72,117.72,117.72,117.72,117.72,117.72,117.77,127.68,128.78,128.78,123,119.97,118.45,109.59,128.78,118.35
20250825,114.66,84.24,84.24,84.24,84.24,84.24,85.95,118.93,130.18,130.18,130.18,130.14,122.79,130.03,130.14,130.14,130.14,130.46,131.69,131.69,122.77,120.81,120.77,120.74,84.24,131.69,118.84
20250826,130.34,113.96,114.72,114.72,114.72,114.72,114.72,116.56,125.48,120.58,141.83,141.82,126.61,141.83,141.83,158.62,141.83,130.3,130.3,130.3,129.23,119.51,119.51,120.14,113.96,158.62,128.5
20250827,124.21,110.52,108.68,90.92,90.94,108.68,112.36,116.78,119.35,119.47,117.53,119.47,117.03,120.29,120.09,120.29,130.73,130.73,130.73,129.99,122.91,122.89,120.8,120.8,90.92,130.73,118.74
20250828,124.4,111.33,109.49,109.49,109.49,109.49,113.17,115,118.8,121.39,121.39,119.01,125.17,120.81,121.39,130.57,130.59,130.59,130.93,130.93,124.16,119.02,118.9,118.7,109.49,130.93,120.97
20250829,125.68,110.5,108.81,108.81,108.81,108.81,112.34,117.49,118.2,122.77,122.19,125.72,125.72,125.72,149.8,154.08,131.37,121.23,129.7,129.7,121.27,120.38,120.27,120.27,108.81,154.08,123.5
20250830,123.26,123.16,104.24,100.35,88.52,88.52,100.35,100.72,101.23,105.41,116.9,116.91,116.91,116.91,116.9,113.29,133.8,134.13,134.13,134.13,151.15,123.3,121.11,120.79,88.52,151.15,117.28
20250831,117.64,116.55,84.79,84.79,84.79,84.79,84.79,84.79,117.64,120.74,119.48,120.45,120.45,120.28,120.23,120.28,120.28,120.45,121.86,122.13,122.13,121.8,120.96,117.64,84.79,122.13,112.48
20250901,119.83,74.99,74.99,74.99,74.99,74.99,91.74,121.78,128.98,128.98,128.98,128.98,128.5,128.5,128.5,137.9,150.74,150.74,152.4,152.4,129.6,129.51,128.98,128.98,74.99,152.4,123.34
20250902,120.56,91.5,91.5,91.5,91.5,91.5,91.85,122.51,129.95,129.77,129.71,129.53,129.41,129.23,129.23,129.23,138.59,130.32,138.61,137.43,129.95,129.95,130.13,127.42,91.5,138.61,122.47
20250903,120.78,94.02,94.02,94.02,94.02,94.02,94.02,120.78,128.21,127.97,127.79,127.67,127.49,127.49,128.59,137.56,136.07,136.91,149.14,157.48,134.14,129.55,128.39,128.39,94.02,157.48,124.6
20250904,123.71,92.21,87.43,88.09,88.09,88.09,121.75,121.75,131.38,131.32,131.32,131.14,130.96,130.96,130.96,130.9,137.73,130.9,137.73,137.32,136.15,131.32,131.17,127.24,87.43,137.73,123.92
20250905,122.41,91.56,91.5,91.5,91.5,121.15,121.15,122.28,130.54,130.3,130.12,130,133.16,139.28,139.38,139.26,139.28,130.24,138.38,136.79,130.3,130.36,130.54,126.62,91.5,139.38,126.17
