지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전운량(10분위)
106,동해,2024-08-29 14:00,23.5,8.4,4.5,96,0,.43,10
106,동해,2024-08-29 15:00,23.8,8.1,3.7,97,0,.24,10
106,동해,2024-08-29 16:00,24.3,1.9,5,97,0,.16,6
106,동해,2024-08-29 17:00,25.7,,6.3,95,0,.24,10
106,동해,2024-08-29 18:00,25.9,,4.8,95,0,.12,9
106,동해,2024-08-29 19:00,25.8,,5.3,93,0,.04,8
106,동해,2024-08-29 20:00,25.8,,5.7,91,,,4
106,동해,2024-08-29 21:00,25.9,,4.7,95,,,5
106,동해,2024-08-29 22:00,25.5,1.9,4.6,97,,,4
106,동해,2024-08-29 23:00,25.4,1.4,5.1,97,,,3
106,동해,2024-08-30 00:00,25.4,,3.5,97,,,3
106,동해,2024-08-30 01:00,25.4,,3.6,97,,,0
106,동해,2024-08-30 02:00,25.2,,2.8,97,,,3
106,동해,2024-08-30 03:00,25.3,,4.2,96,,,4
106,동해,2024-08-30 04:00,25.1,,2.8,96,,,4
106,동해,2024-08-30 05:00,25.4,,4.2,95,,,4
106,동해,2024-08-30 06:00,25.3,,5,94,0,0,5
106,동해,2024-08-30 07:00,26.1,0,5.2,93,.1,.34,4
106,동해,2024-08-30 08:00,26.6,0,5.8,88,.7,1.03,6
106,동해,2024-08-30 09:00,26.8,,4.6,82,.6,1.75,6
106,동해,2024-08-30 10:00,28.3,0,3.3,79,.6,1.82,6
106,동해,2024-08-30 11:00,28,,4.1,78,.2,1.45,10
106,동해,2024-08-30 12:00,25.5,.4,3.3,87,0,1,9
106,동해,2024-08-30 13:00,26.3,0,2.8,85,0,.71,8
106,동해,2024-08-30 14:00,29,,3.5,71,.4,1.86,7
106,동해,2024-08-30 15:00,29.1,,3.9,73,1,2.64,3
106,동해,2024-08-30 16:00,28.6,,5.7,76,1,2.16,1
106,동해,2024-08-30 17:00,28.1,,4.9,78,1,1.36,1
106,동해,2024-08-30 18:00,26.4,,2.5,84,.2,.37,6
106,동해,2024-08-30 19:00,25.2,,.8,87,.1,.15,1
106,동해,2024-08-30 20:00,24.5,,1.2,90,,,0
106,동해,2024-08-30 21:00,24.1,,1.5,91,,,0
106,동해,2024-08-30 22:00,23.5,,1.6,92,,,0
106,동해,2024-08-30 23:00,22.9,,1.7,94,,,0
106,동해,2024-08-31 00:00,22.6,,1.5,95,,,0
106,동해,2024-08-31 01:00,22.1,,1.7,96,,,0
106,동해,2024-08-31 02:00,21.6,,1.8,97,,,0
106,동해,2024-08-31 03:00,21.6,,2.5,96,,,0
106,동해,2024-08-31 04:00,21.2,,2.3,95,,,0
106,동해,2024-08-31 05:00,21,,2,94,,,0
106,동해,2024-08-31 06:00,20.7,,2.3,93,0,0,0
106,동해,2024-08-31 07:00,22.2,,2.1,85,.2,.14,0
106,동해,2024-08-31 08:00,25.4,,1,75,1,.9,4
106,동해,2024-08-31 09:00,27.8,,2.1,70,1,1.61,0
106,동해,2024-08-31 10:00,29,,4,63,1,2.24,2
106,동해,2024-08-31 11:00,28.8,,7.5,67,1,2.79,6
106,동해,2024-08-31 12:00,29.4,,5.9,68,1,2.98,6
106,동해,2024-08-31 13:00,29.5,,5.8,69,1,3.21,5
106,동해,2024-08-31 14:00,28.3,,6.2,71,1,3.06,6
106,동해,2024-08-31 15:00,26.6,,3,76,.6,1.89,7
106,동해,2024-08-31 16:00,26.2,,2.4,75,0,.57,7
106,동해,2024-08-31 17:00,26.3,,2.8,64,0,.37,7
106,동해,2024-08-31 18:00,25.6,,1.3,65,.1,.39,8
106,동해,2024-08-31 19:00,25,,.7,70,0,.07,9
106,동해,2024-08-31 20:00,24.3,,1.4,72,,,9
106,동해,2024-08-31 21:00,23.3,,1.4,83,,,3
106,동해,2024-08-31 22:00,22.2,,1.8,89,,,1
106,동해,2024-08-31 23:00,21.6,,1.9,90,,,1
106,동해,2024-09-01 00:00,21.4,,2.1,89,,,1
106,동해,2024-09-01 01:00,21.2,,2.5,89,,,1
106,동해,2024-09-01 02:00,21.4,,1.9,87,,,1
106,동해,2024-09-01 03:00,21,,1.3,88,,,2
106,동해,2024-09-01 04:00,20.8,,1.6,89,,,2
106,동해,2024-09-01 05:00,20.2,,2.3,92,,,2
106,동해,2024-09-01 06:00,20,,1.4,94,0,0,2
106,동해,2024-09-01 07:00,21.3,,1.7,90,.1,.15,2
106,동해,2024-09-01 08:00,25.5,,1,75,1,.85,4
106,동해,2024-09-01 09:00,28.3,,.9,63,1,1.58,0
106,동해,2024-09-01 10:00,28.7,,1.2,68,1,2.22,0
106,동해,2024-09-01 11:00,29.1,,1.8,63,1,2.73,0
106,동해,2024-09-01 12:00,29.9,,2.7,70,1,3.02,0
106,동해,2024-09-01 13:00,29.4,,4.1,70,1,3.09,0
106,동해,2024-09-01 14:00,29.5,,4.6,65,1,3,0
106,동해,2024-09-01 15:00,29.8,,4.9,62,1,2.66,0
106,동해,2024-09-01 16:00,29,,5.3,65,1,2.09,0
106,동해,2024-09-01 17:00,28.3,,3.8,77,1,1.4,0
106,동해,2024-09-01 18:00,27.7,,1.3,78,.6,.49,0
106,동해,2024-09-01 19:00,26.3,,1,85,0,.05,4
106,동해,2024-09-01 20:00,25.4,,1.4,86,,,8
106,동해,2024-09-01 21:00,24.4,,2.3,85,,,7
106,동해,2024-09-01 22:00,23.9,,1.8,81,,,7
106,동해,2024-09-01 23:00,23.7,,2.2,76,,,8
106,동해,2024-09-02 00:00,23.3,,2.6,75,,,5
106,동해,2024-09-02 01:00,22.7,,2.3,78,,,7
106,동해,2024-09-02 02:00,23.3,,2.3,74,,,10
106,동해,2024-09-02 03:00,23.5,,2.6,73,,,7
106,동해,2024-09-02 04:00,22.9,,2.4,77,,,8
106,동해,2024-09-02 05:00,23.5,,.9,75,,,9
106,동해,2024-09-02 06:00,23.8,,1.6,71,0,0,10
106,동해,2024-09-02 07:00,24.5,,1.6,78,0,.09,10
106,동해,2024-09-02 08:00,25.2,,3.3,77,0,.3,9
106,동해,2024-09-02 09:00,26.3,,1.8,72,0,.79,9
106,동해,2024-09-02 10:00,27.1,,1.5,74,0,.78,10
106,동해,2024-09-02 11:00,27,,3.4,72,0,.91,9
106,동해,2024-09-02 12:00,28.1,,3.7,69,.1,1.06,9
106,동해,2024-09-02 13:00,27.7,,5,71,.1,1.64,10
106,동해,2024-09-02 14:00,25,,5.3,76,0,.77,10
106,동해,2024-09-02 15:00,23.9,0,2.7,85,0,.27,10
106,동해,2024-09-02 16:00,23,2.2,6.5,95,0,.13,10
106,동해,2024-09-02 17:00,22.5,.2,5.5,94,0,.09,10
106,동해,2024-09-02 18:00,23,,2.6,90,0,.06,10
106,동해,2024-09-02 19:00,23.8,,5,87,0,0,10
106,동해,2024-09-02 20:00,24.4,0,4.6,84,,,8
106,동해,2024-09-02 21:00,22.7,.6,3.7,91,,,10
106,동해,2024-09-02 22:00,22.3,.7,2.1,94,,,10
106,동해,2024-09-02 23:00,21.8,0,2.7,91,,,10
106,동해,2024-09-03 00:00,21.9,0,2.8,87,,,10
106,동해,2024-09-03 01:00,22,,2.7,86,,,7
106,동해,2024-09-03 02:00,21.6,,2,86,,,5
106,동해,2024-09-03 03:00,21,,2.1,88,,,6
106,동해,2024-09-03 04:00,21.4,,1.9,87,,,6
106,동해,2024-09-03 05:00,21.1,,2,88,,,6
106,동해,2024-09-03 06:00,20.9,,2.4,87,0,0,6
106,동해,2024-09-03 07:00,21.4,,2.1,85,0,.16,6
106,동해,2024-09-03 08:00,23.4,,2.3,75,.8,.72,3
106,동해,2024-09-03 09:00,24.8,,2.8,66,.9,1.29,4
106,동해,2024-09-03 10:00,26.9,,3,59,1,2.25,7
106,동해,2024-09-03 11:00,27.5,,2.7,58,.8,2.54,6
106,동해,2024-09-03 12:00,27.9,,2.3,59,1,3.14,6
106,동해,2024-09-03 13:00,26.7,,4.4,58,1,3.2,4
106,동해,2024-09-03 14:00,26.6,,3.6,60,1,3.03,3
106,동해,2024-09-03 15:00,26.4,,3.7,62,1,2.67,3
106,동해,2024-09-03 16:00,26.1,,2.9,57,1,2.06,3
106,동해,2024-09-03 17:00,25.2,,2.6,65,.9,1.16,6
106,동해,2024-09-03 18:00,24.4,,1.1,68,.4,.47,6
106,동해,2024-09-03 19:00,22.6,,1.3,73,0,.09,5
106,동해,2024-09-03 20:00,21.1,,2.1,79,,,1
106,동해,2024-09-03 21:00,20.2,,1.7,86,,,1
106,동해,2024-09-03 22:00,19.6,,1.5,90,,,1
106,동해,2024-09-03 23:00,19.4,,1.8,90,,,1
106,동해,2024-09-04 00:00,18.9,,1.8,91,,,1
106,동해,2024-09-04 01:00,18.8,,1.8,90,,,1
106,동해,2024-09-04 02:00,18.4,,1.8,92,,,1
106,동해,2024-09-04 03:00,18.8,,1.9,88,,,2
106,동해,2024-09-04 04:00,18.9,,1.8,88,,,3
106,동해,2024-09-04 05:00,18.4,,1.7,89,,,1
106,동해,2024-09-04 06:00,18.1,,2.1,91,0,0,1
106,동해,2024-09-04 07:00,19.1,,1.5,90,.1,.12,1
106,동해,2024-09-04 08:00,23.1,,1.2,76,1,.88,0
106,동해,2024-09-04 09:00,26,,1,63,1,1.6,1
106,동해,2024-09-04 10:00,27.5,,2.2,57,1,2.25,2
106,동해,2024-09-04 11:00,27.5,,3,61,1,2.77,2
106,동해,2024-09-04 12:00,27.7,,3.1,63,1,3.07,2
106,동해,2024-09-04 13:00,27.1,,4.1,64,1,3.16,2
106,동해,2024-09-04 14:00,27.2,,4.3,59,1,2.98,2
106,동해,2024-09-04 15:00,26.9,,3.8,61,1,2.61,2
106,동해,2024-09-04 16:00,26.4,,4.5,63,1,1.96,1
106,동해,2024-09-04 17:00,26.3,,4.3,65,1,1.39,5
106,동해,2024-09-04 18:00,25.3,,3.4,68,.6,.55,4
106,동해,2024-09-04 19:00,23.9,,.7,75,0,.06,1
106,동해,2024-09-04 20:00,22.8,,1.5,80,,,1
106,동해,2024-09-04 21:00,22.1,,1.8,85,,,4
106,동해,2024-09-04 22:00,21.5,,1.2,88,,,3
106,동해,2024-09-04 23:00,21.1,,1.7,90,,,3
106,동해,2024-09-05 00:00,20.7,,1.4,92,,,2
106,동해,2024-09-05 01:00,20.3,,1.4,93,,,4
106,동해,2024-09-05 02:00,19.9,,1.2,94,,,7
106,동해,2024-09-05 03:00,20.2,,1.4,91,,,2
106,동해,2024-09-05 04:00,19.6,,1.7,92,,,3
106,동해,2024-09-05 05:00,21.2,,2.1,82,,,4
106,동해,2024-09-05 06:00,21.2,,1.8,81,0,0,2
106,동해,2024-09-05 07:00,22.4,,.6,79,.1,.12,3
106,동해,2024-09-05 08:00,27.1,,1,63,1,.83,3
106,동해,2024-09-05 09:00,27.8,,1.7,72,1,1.49,2
106,동해,2024-09-05 10:00,29.6,,1.7,67,1,2.16,2
106,동해,2024-09-05 11:00,30.9,,2.2,67,1,2.65,3
106,동해,2024-09-05 12:00,32.5,,1.6,51,1,2.86,4
106,동해,2024-09-05 13:00,31.3,,2.3,58,.8,2.45,7
106,동해,2024-09-05 14:00,31.4,,1.3,59,.3,1.77,8
106,동해,2024-09-05 15:00,30.7,,1.8,66,.9,2.27,7
106,동해,2024-09-05 16:00,28.8,,1.5,77,0,.45,10
106,동해,2024-09-05 17:00,28.7,,.9,79,0,.18,10
106,동해,2024-09-05 18:00,28.4,,.9,78,0,.2,8
106,동해,2024-09-05 19:00,28.1,,1.4,71,0,.03,10
106,동해,2024-09-05 20:00,27.9,,2.6,68,,,10
106,동해,2024-09-05 21:00,28,,3.3,66,,,7
106,동해,2024-09-05 22:00,27.4,,1.3,68,,,10
106,동해,2024-09-05 23:00,26.7,,2.4,73,,,10
106,동해,2024-09-06 00:00,26.5,,.9,69,,,9
106,동해,2024-09-06 01:00,26.3,,1,67,,,9
106,동해,2024-09-06 02:00,26.3,,3.1,72,,,9
106,동해,2024-09-06 03:00,26,,2.5,77,,,10
106,동해,2024-09-06 04:00,24.3,,4.2,81,,,10
106,동해,2024-09-06 05:00,23.5,0,3.1,87,,,10
106,동해,2024-09-06 06:00,23.7,,1.3,86,0,0,9
106,동해,2024-09-06 07:00,22.7,8.2,3.7,97,0,.01,10
106,동해,2024-09-06 08:00,22.1,9.4,6.9,96,0,.05,10
106,동해,2024-09-06 09:00,22.1,2,3.9,96,0,.11,10
106,동해,2024-09-06 10:00,22.4,.1,1.7,94,0,.19,10
106,동해,2024-09-06 11:00,21.8,4.3,1.9,95,0,.24,9
106,동해,2024-09-06 12:00,21.5,1,2.1,94,0,.34,10
106,동해,2024-09-06 13:00,23.4,.6,.9,89,0,.71,9
106,동해,2024-09-06 14:00,24.1,,1.3,85,0,.99,9
106,동해,2024-09-06 15:00,24.5,,1.3,83,0,.99,9
106,동해,2024-09-06 16:00,23.5,,1.8,85,0,.63,10
106,동해,2024-09-06 17:00,23.4,,1.8,87,0,.26,10
106,동해,2024-09-06 18:00,23.1,,1.3,89,0,.14,10
106,동해,2024-09-06 19:00,22.6,,1.1,91,0,.02,9
106,동해,2024-09-06 20:00,22.3,,1.6,90,,,10
106,동해,2024-09-06 21:00,22.3,,1.6,90,,,10
106,동해,2024-09-06 22:00,22.1,,1.5,91,,,10
106,동해,2024-09-06 23:00,22,,1.5,93,,,10
106,동해,2024-09-07 00:00,21.8,,1.3,93,,,10
106,동해,2024-09-07 01:00,21.7,0,1.7,93,,,10
106,동해,2024-09-07 02:00,22,,2.5,85,,,10
106,동해,2024-09-07 03:00,21.7,,2.2,89,,,10
106,동해,2024-09-07 04:00,21.6,,2.3,84,,,9
106,동해,2024-09-07 05:00,21.3,,1.6,84,,,10
106,동해,2024-09-07 06:00,21.2,,1.2,88,0,0,10
106,동해,2024-09-07 07:00,21.3,,1.3,88,0,.05,9
106,동해,2024-09-07 08:00,23.7,,.5,79,.3,.49,8
106,동해,2024-09-07 09:00,24.9,,.9,74,.1,.89,8
106,동해,2024-09-07 10:00,26.2,,1.8,69,.4,1.52,9
106,동해,2024-09-07 11:00,26.5,,1.9,74,.5,2.12,9
106,동해,2024-09-07 12:00,27.8,,1.9,78,.4,2.1,6
106,동해,2024-09-07 13:00,26.8,,1.8,73,.5,2.37,8
106,동해,2024-09-07 14:00,26,,2,76,.1,1.49,8
106,동해,2024-09-07 15:00,25.7,,1.5,75,0,.95,8
106,동해,2024-09-07 16:00,25.2,,1.3,76,0,.5,9
106,동해,2024-09-07 17:00,25,,.8,80,0,.28,9
106,동해,2024-09-07 18:00,24.7,,.4,80,0,.14,3
106,동해,2024-09-07 19:00,24.2,,.8,82,0,.02,9
106,동해,2024-09-07 20:00,23.8,,1.4,86,,,8
106,동해,2024-09-07 21:00,23.9,,1.9,85,,,6
106,동해,2024-09-07 22:00,23.7,,.9,86,,,7
106,동해,2024-09-07 23:00,23.3,,1.4,89,,,3
106,동해,2024-09-08 00:00,22.9,,.8,91,,,4
106,동해,2024-09-08 01:00,23.2,,1.2,89,,,7
106,동해,2024-09-08 02:00,23.1,,1.2,91,,,3
106,동해,2024-09-08 03:00,22.4,,1.8,92,,,0
106,동해,2024-09-08 04:00,21.7,,1.4,94,,,1
106,동해,2024-09-08 05:00,21.3,,1.8,95,,,1
106,동해,2024-09-08 06:00,21,,.5,95,,,1
106,동해,2024-09-08 07:00,21.7,,1.8,94,0,.12,2
106,동해,2024-09-08 08:00,23.8,,1,86,.8,.63,3
106,동해,2024-09-08 09:00,26.4,,1.2,77,.6,1.15,4
106,동해,2024-09-08 10:00,27.5,,2.5,75,.9,2.05,8
106,동해,2024-09-08 11:00,28.1,,2.2,76,.6,2.06,7
106,동해,2024-09-08 12:00,28.2,,2.7,75,1,2.83,5
106,동해,2024-09-08 13:00,27.7,,2.9,77,1,2.68,6
106,동해,2024-09-08 14:00,28.2,,1.9,79,.8,2.42,8
106,동해,2024-09-08 15:00,27,,1.8,80,.4,1.49,9
106,동해,2024-09-08 16:00,25.9,0,1.6,85,0,.38,9
106,동해,2024-09-08 17:00,25.3,.2,1.3,88,0,.1,9
106,동해,2024-09-08 18:00,23.9,0,1.5,91,0,.03,9
106,동해,2024-09-08 19:00,23.4,0,1.8,94,0,.01,10
106,동해,2024-09-08 20:00,23.4,0,1.1,93,,,9
106,동해,2024-09-08 21:00,23.3,,1.5,94,,,9
106,동해,2024-09-08 22:00,23.4,,1,93,,,9
106,동해,2024-09-08 23:00,23.5,,1.2,92,,,9
106,동해,2024-09-09 00:00,23.3,,1.1,94,,,7
106,동해,2024-09-09 01:00,22.9,,1.9,93,,,6
106,동해,2024-09-09 02:00,22.7,,1.7,94,,,5
106,동해,2024-09-09 03:00,22.5,,1.7,93,,,8
106,동해,2024-09-09 04:00,22.5,,1.7,93,,,9
106,동해,2024-09-09 05:00,22,,1.8,95,,,8
106,동해,2024-09-09 06:00,22,,2,95,,,8
106,동해,2024-09-09 07:00,22.5,,1.2,94,0,.11,3
106,동해,2024-09-09 08:00,25.4,,.8,83,1,.75,5
106,동해,2024-09-09 09:00,26.2,,1,76,.5,1.11,7
106,동해,2024-09-09 10:00,28.3,,1.2,74,.7,1.78,5
106,동해,2024-09-09 11:00,28.1,,2.8,74,1,2.54,5
106,동해,2024-09-09 12:00,28.9,,2.9,76,1,2.72,6
106,동해,2024-09-09 13:00,28.8,,3.1,76,.8,2.7,8
106,동해,2024-09-09 14:00,27.4,,3.6,81,0,1.36,9
106,동해,2024-09-09 15:00,27,,4.6,83,0,1.14,8
106,동해,2024-09-09 16:00,26.7,,3.5,83,0,.72,8
106,동해,2024-09-09 17:00,26.5,,4.5,85,0,.28,9
106,동해,2024-09-09 18:00,26.3,,3.3,86,0,.23,4
106,동해,2024-09-09 19:00,26,,2.9,88,0,.03,3
106,동해,2024-09-09 20:00,25.7,,1.6,88,,,5
106,동해,2024-09-09 21:00,25.5,,1.1,88,,,8
106,동해,2024-09-09 22:00,24.7,,1.2,92,,,2
106,동해,2024-09-09 23:00,24.2,,1.1,93,,,1
106,동해,2024-09-10 00:00,23.8,,.8,95,,,1
106,동해,2024-09-10 01:00,23.8,,1,95,,,1
106,동해,2024-09-10 02:00,23.1,,1.2,96,,,1
106,동해,2024-09-10 03:00,23,,1.4,97,,,0
106,동해,2024-09-10 04:00,22.7,,1.9,96,,,0
106,동해,2024-09-10 05:00,22.4,,1.4,95,,,0
106,동해,2024-09-10 06:00,22.1,,1.3,95,,,0
106,동해,2024-09-10 07:00,22.6,,1,94,.1,.1,0
106,동해,2024-09-10 08:00,25.7,,.8,81,1,.83,0
106,동해,2024-09-10 09:00,28.1,,.8,72,1,1.46,1
106,동해,2024-09-10 10:00,29.2,,1.8,67,1,2.08,1
106,동해,2024-09-10 11:00,29.8,,1.4,65,1,2.58,1
106,동해,2024-09-10 12:00,29.4,,3.1,75,1,2.88,2
106,동해,2024-09-10 13:00,30.7,,2.2,71,1,2.93,2
106,동해,2024-09-10 14:00,30.3,,2.2,74,1,2.79,0
106,동해,2024-09-10 15:00,29.6,,2,76,1,2.43,1
106,동해,2024-09-10 16:00,29,,2.5,79,1,1.86,1
106,동해,2024-09-10 17:00,28.8,,2.2,80,1,1.23,1
106,동해,2024-09-10 18:00,28.2,,.7,84,.6,.42,0
106,동해,2024-09-10 19:00,27.1,,.2,88,0,.04,0
106,동해,2024-09-10 20:00,26.2,,1.1,85,,,0
106,동해,2024-09-10 21:00,25.8,,.4,86,,,0
106,동해,2024-09-10 22:00,25.1,,1.7,87,,,0
106,동해,2024-09-10 23:00,24.7,,2.2,89,,,0
106,동해,2024-09-11 00:00,24.7,,1.6,86,,,0
106,동해,2024-09-11 01:00,24.3,,.9,87,,,0
106,동해,2024-09-11 02:00,24,,2.2,88,,,0
106,동해,2024-09-11 03:00,23.9,,2.4,87,,,0
106,동해,2024-09-11 04:00,23.5,,2.3,89,,,0
106,동해,2024-09-11 05:00,23.4,,2.1,89,,,0
106,동해,2024-09-11 06:00,23.7,,.9,90,,,0
106,동해,2024-09-11 07:00,24.4,,1.8,86,0,.11,0
106,동해,2024-09-11 08:00,27.4,,1.1,78,1,.73,0
106,동해,2024-09-11 09:00,30.2,,2.9,65,1,1.42,3
106,동해,2024-09-11 10:00,31.8,,2.3,63,1,2.03,3
106,동해,2024-09-11 11:00,30.9,,5.2,68,1,2.53,5
106,동해,2024-09-11 12:00,30.4,,6.3,69,1,2.83,5
106,동해,2024-09-11 13:00,30.3,,6.7,72,1,2.8,8
106,동해,2024-09-11 14:00,29.1,,5.7,77,.3,1.62,9
106,동해,2024-09-11 15:00,28.6,,4.8,82,0,.85,9
106,동해,2024-09-11 16:00,28.1,,4,82,0,.62,9
106,동해,2024-09-11 17:00,27.6,,3,85,0,.47,10
106,동해,2024-09-11 18:00,27,0,2.5,88,0,.09,10
106,동해,2024-09-11 19:00,26,1.7,1.6,93,0,0,10
106,동해,2024-09-11 20:00,25.5,0,1.4,93,,,10
106,동해,2024-09-11 21:00,25.5,,1,93,,,10
106,동해,2024-09-11 22:00,25.1,0,1.2,91,,,10
106,동해,2024-09-11 23:00,25,.1,.4,93,,,10
106,동해,2024-09-12 00:00,24.3,,2.7,94,,,10
106,동해,2024-09-12 01:00,24.1,,1.9,95,,,10
106,동해,2024-09-12 02:00,24.1,,1.8,94,,,8
106,동해,2024-09-12 03:00,23.4,,2.9,93,,,8
106,동해,2024-09-12 04:00,23.2,,2,93,,,10
106,동해,2024-09-12 05:00,23.4,,2,90,,,10
106,동해,2024-09-12 06:00,23.5,,2.3,89,,,10
106,동해,2024-09-12 07:00,23.7,,2.6,86,0,.02,10
106,동해,2024-09-12 08:00,24,,2.9,83,0,.13,9
106,동해,2024-09-12 09:00,24.7,,2.6,81,0,.42,10
106,동해,2024-09-12 10:00,24.8,,1.2,84,0,.34,10
106,동해,2024-09-12 11:00,24,.1,2.2,89,0,.38,10
106,동해,2024-09-12 12:00,23.4,2.5,3.1,92,0,.53,10
106,동해,2024-09-12 13:00,23.2,2,2.8,93,0,.45,10
106,동해,2024-09-12 14:00,23.3,.5,2.7,94,0,.37,10
106,동해,2024-09-12 15:00,22.9,.4,3,93,0,.33,10
106,동해,2024-09-12 16:00,22.7,.4,2.6,94,0,.21,10
106,동해,2024-09-12 17:00,22.5,.4,2.7,95,0,.11,10
106,동해,2024-09-12 18:00,22.5,.5,2.2,96,0,.07,10
106,동해,2024-09-12 19:00,22.3,.3,2.2,96,0,.01,10
106,동해,2024-09-12 20:00,22.1,.1,2.3,96,,,10
106,동해,2024-09-12 21:00,22,.2,2.2,96,,,10
106,동해,2024-09-12 22:00,22,.4,1.4,96,,,10
106,동해,2024-09-12 23:00,22,,1.3,95,,,10
106,동해,2024-09-13 00:00,22.1,,1.2,96,,,10
106,동해,2024-09-13 01:00,22.1,,.9,96,,,10
106,동해,2024-09-13 02:00,22.1,,.3,96,,,10
106,동해,2024-09-13 03:00,22,,1.2,97,,,10
106,동해,2024-09-13 04:00,21.9,,.2,96,,,9
106,동해,2024-09-13 05:00,21.8,,1.1,96,,,7
106,동해,2024-09-13 06:00,21.6,,1,96,,,9
106,동해,2024-09-13 07:00,22,,1.1,97,0,.07,10
106,동해,2024-09-13 08:00,23.9,,.8,93,.1,.49,10
106,동해,2024-09-13 09:00,24.6,,.7,89,.1,.66,10
106,동해,2024-09-13 10:00,25.1,,1.4,86,0,.83,10
106,동해,2024-09-13 11:00,26.1,,1.4,85,0,1.07,9
106,동해,2024-09-13 12:00,26.9,,2.4,84,.1,1.39,10
106,동해,2024-09-13 13:00,27.2,,2.7,84,.7,2.29,8
106,동해,2024-09-13 14:00,27.9,,2.4,82,.6,1.98,8
106,동해,2024-09-13 15:00,28,,2.1,83,.7,2.03,10
106,동해,2024-09-13 16:00,26.9,,1.7,88,.1,1.12,10
106,동해,2024-09-13 17:00,26.6,,1.4,91,0,.46,9
106,동해,2024-09-13 18:00,26.3,,1.2,93,0,.19,10
106,동해,2024-09-13 19:00,26.2,,1.7,94,0,.01,10
106,동해,2024-09-13 20:00,26.1,,1.6,94,,,10
106,동해,2024-09-13 21:00,26,,1.6,93,,,10
106,동해,2024-09-13 22:00,25.9,,.7,94,,,10
106,동해,2024-09-13 23:00,25.7,,.9,95,,,10
106,동해,2024-09-14 00:00,25.5,,1,95,,,10
106,동해,2024-09-14 01:00,25.5,,.8,96,,,10
106,동해,2024-09-14 02:00,25.3,,3.2,94,,,10
106,동해,2024-09-14 03:00,25,,2.3,95,,,10
106,동해,2024-09-14 04:00,24.9,,2.5,93,,,10
106,동해,2024-09-14 05:00,24.7,,2.8,93,,,10
106,동해,2024-09-14 06:00,24.4,0,2.6,94,,,10
106,동해,2024-09-14 07:00,24.5,,2,92,0,.09,10
106,동해,2024-09-14 08:00,24.5,,1.2,93,0,.13,10
106,동해,2024-09-14 09:00,24.9,0,.9,89,0,.25,10
106,동해,2024-09-14 10:00,24.1,.3,2.7,90,0,.47,9
106,동해,2024-09-14 11:00,25.3,.1,3,86,0,.94,9
106,동해,2024-09-14 12:00,25.4,,4.2,81,.3,1.67,9
106,동해,2024-09-14 13:00,24.3,0,3.2,84,0,.79,10
106,동해,2024-09-14 14:00,23.8,0,4,85,0,.38,10
106,동해,2024-09-14 15:00,23.9,0,3.1,86,0,.37,10
106,동해,2024-09-14 16:00,23.5,,3.4,86,0,.34,8
106,동해,2024-09-14 17:00,23.1,,2.6,87,0,.14,8
106,동해,2024-09-14 18:00,23,,2.5,87,0,.08,10
106,동해,2024-09-14 19:00,22.8,,3.2,88,0,.02,10
106,동해,2024-09-14 20:00,22.5,,2,91,,,10
106,동해,2024-09-14 21:00,22.7,,1.2,91,,,10
106,동해,2024-09-14 22:00,22.8,,.8,91,,,10
106,동해,2024-09-14 23:00,22.7,,.7,92,,,9
106,동해,2024-09-15 00:00,22.8,,.7,93,,,9
106,동해,2024-09-15 01:00,22.8,,1,94,,,8
106,동해,2024-09-15 02:00,22.8,,1.1,93,,,9
106,동해,2024-09-15 03:00,22.4,.1,.6,95,,,9
106,동해,2024-09-15 04:00,22.4,.2,1,96,,,10
106,동해,2024-09-15 05:00,22.3,2.9,1.3,97,,,10
106,동해,2024-09-15 06:00,22.5,4.4,1.1,97,,,10
106,동해,2024-09-15 07:00,22.5,1.2,.6,97,0,.01,10
106,동해,2024-09-15 08:00,22.6,.8,2.2,96,0,.1,9
106,동해,2024-09-15 09:00,22.9,4.4,4.7,98,0,.17,10
106,동해,2024-09-15 10:00,23,6.5,4.1,98,0,.33,9
106,동해,2024-09-15 11:00,23,6.2,3.9,97,0,.52,9
106,동해,2024-09-15 12:00,23,3.1,3.2,96,0,.64,9
106,동해,2024-09-15 13:00,23,4.9,4,97,0,.39,9
106,동해,2024-09-15 14:00,22.7,2.7,3.6,97,0,.36,10
106,동해,2024-09-15 15:00,22.4,7.5,4.1,97,0,.42,10
106,동해,2024-09-15 16:00,22.2,7.2,4.2,97,0,.33,10
106,동해,2024-09-15 17:00,21.8,3.3,3.4,97,0,.25,10
106,동해,2024-09-15 18:00,21.4,1.8,3.4,97,0,.1,9
106,동해,2024-09-15 19:00,21.2,1.2,3,98,0,.02,9
106,동해,2024-09-15 20:00,21.1,.9,2.8,98,,,9
106,동해,2024-09-15 21:00,21.4,1,2.4,98,,,9
106,동해,2024-09-15 22:00,21.3,.7,2.1,98,,,9
106,동해,2024-09-15 23:00,21.1,.2,1.9,98,,,9
106,동해,2024-09-16 00:00,21,.3,2.1,98,,,9
106,동해,2024-09-16 01:00,21,.3,1.8,98,,,9
106,동해,2024-09-16 02:00,20.9,.5,1.6,98,,,9
106,동해,2024-09-16 03:00,20.8,.3,2.4,98,,,9
106,동해,2024-09-16 04:00,21.1,,1.2,97,,,9
106,동해,2024-09-16 05:00,21.2,,1.2,97,,,10
